"order_id";"account_src";"date";"bank";"account_dst";"amount";"k_symbol"
"535";535;2322;960614;"EF";97367155;1019;"insurrance payment"
"536";536;2322;960207;"QR";87459748;690;" "
"537";537;2322;950507;"QR";87459748;690;" "
"538";538;2322;960414;"EF";97367155;1019;"insurrance payment"
"539";539;2322;960613;"ST";14182174;1612;" "
"540";540;2322;960114;"EF";97367155;1019;"insurrance payment"
"541";541;2322;960109;"ST";75713777;3359;"household"
"542";542;2322;950709;"ST";75713777;3359;"household"
"543";543;2322;950809;"ST";75713777;3359;"household"
"544";544;2343;950709;"UV";28312742;4723;"household"
"545";545;2343;950909;"UV";28312742;4723;"household"
"546";546;2343;950809;"UV";28312742;4723;"household"
"547";547;2343;950509;"UV";28312742;4723;"household"
"548";548;2343;950609;"UV";28312742;4723;"household"
"549";549;2343;951009;"UV";28312742;4723;"household"
"550";550;2345;941114;"QR";16879636;3612;"household"
"551";551;2345;941014;"QR";16879636;3612;"household"
"552";552;2345;940514;"QR";16879636;3612;"household"
"553";553;2345;940914;"QR";16879636;3612;"household"
"554";554;2345;940714;"QR";16879636;3612;"household"
"555";555;2345;940414;"QR";16879636;3612;"household"
"556";556;2345;940814;"QR";16879636;3612;"household"
"557";557;2345;940614;"QR";16879636;3612;"household"
"558";558;2345;940314;"QR";16879636;3612;"household"
"559";559;2352;960414;"MN";33949649;5581;"household"
"560";560;2352;951210;"EF";61734002;4;"insurrance payment"
"561";561;2352;960212;"GH";79024326;34;" "
"562";562;2352;950612;"GH";79024326;34;" "
"563";563;2352;950710;"EF";61734002;4;"insurrance payment"
"564";564;2352;950910;"EF";61734002;4;"insurrance payment"
"565";565;2352;950914;"MN";33949649;5581;"household"
"566";566;2352;950812;"GH";79024326;34;" "
"567";567;2352;960112;"GH";79024326;34;" "
"568";568;2352;951212;"GH";79024326;34;" "
"569";569;2352;951010;"EF";61734002;4;"insurrance payment"
"570";570;2352;950912;"GH";79024326;34;" "
"571";571;2352;950814;"MN";33949649;5581;"household"
"572";572;2352;950712;"GH";79024326;34;" "
"573";573;2352;960312;"GH";79024326;34;" "
"574";574;2352;960310;"EF";61734002;4;"insurrance payment"
"575";575;2352;951012;"GH";79024326;34;" "
"576";576;2352;960314;"MN";33949649;5581;"household"
"577";577;2352;951110;"EF";61734002;4;"insurrance payment"
"578";578;2352;950614;"MN";33949649;5581;"household"
"579";579;2352;960412;"GH";79024326;34;" "
"580";580;2352;951114;"MN";33949649;5581;"household"
"581";581;2352;950714;"MN";33949649;5581;"household"
"582";582;2352;960214;"MN";33949649;5581;"household"
"583";583;2352;951214;"MN";33949649;5581;"household"
"584";584;2352;951014;"MN";33949649;5581;"household"
"585";585;2352;950810;"EF";61734002;4;"insurrance payment"
"586";586;2352;960114;"MN";33949649;5581;"household"
"587";587;2352;960210;"EF";61734002;4;"insurrance payment"
"588";588;2352;960410;"EF";61734002;4;"insurrance payment"
"589";589;2352;960110;"EF";61734002;4;"insurrance payment"
"590";590;2352;951112;"GH";79024326;34;" "
"591";591;2361;950205;"MN";781095;4613;"household"
"592";592;2361;941005;"MN";781095;4613;"household"
"593";593;2361;940805;"MN";781095;4613;"household"
"594";594;2361;940905;"MN";781095;4613;"household"
"595";595;2361;950105;"MN";781095;4613;"household"
"596";596;2361;941105;"MN";781095;4613;"household"
"597";597;2361;950305;"MN";781095;4613;"household"
"598";598;2361;941205;"MN";781095;4613;"household"
"599";599;2456;960412;"KL";71291804;9554;"household"
"600";600;2456;960212;"KL";71291804;9554;"household"
"601";601;2456;960312;"KL";71291804;9554;"household"
"602";602;2496;950614;"GH";76618009;4982;"household"
"603";603;2496;950114;"GH";76618009;4982;"household"
"604";604;2496;950814;"GH";76618009;4982;"household"
"605";605;2496;951214;"GH";76618009;4982;"household"
"606";606;2496;941014;"GH";76618009;4982;"household"
"607";607;2496;950514;"GH";76618009;4982;"household"
"608";608;2496;950714;"GH";76618009;4982;"household"
"609";609;2496;950414;"GH";76618009;4982;"household"
"610";610;2496;951114;"GH";76618009;4982;"household"
"611";611;2496;950914;"GH";76618009;4982;"household"
"612";612;2496;950214;"GH";76618009;4982;"household"
"613";613;2496;941214;"GH";76618009;4982;"household"
"614";614;2496;941114;"GH";76618009;4982;"household"
"615";615;2496;951014;"GH";76618009;4982;"household"
"616";616;2496;950314;"GH";76618009;4982;"household"
"617";617;2580;960412;"AB";96968262;5016;"household"
"618";618;2580;960712;"AB";96968262;5016;"household"
"619";619;2580;960312;"AB";96968262;5016;"household"
"620";620;2580;960612;"AB";96968262;5016;"household"
"621";621;2580;960512;"AB";96968262;5016;"household"
"622";622;2694;940111;"ST";95437645;3532;"household"
"623";623;2694;931211;"ST";95437645;3532;"household"
"624";624;2694;940211;"ST";95437645;3532;"household"
"625";625;2694;930911;"ST";95437645;3532;"household"
"626";626;2694;930811;"ST";95437645;3532;"household"
"627";627;2694;931011;"ST";95437645;3532;"household"
"628";628;2694;930711;"ST";95437645;3532;"household"
"629";629;2694;931111;"ST";95437645;3532;"household"
"630";630;2762;930713;"UV";85078340;6892;"household"
"631";631;2762;931113;"CD";75502043;733;" "
"632";632;2762;931013;"CD";75502043;733;" "
"633";633;2762;930813;"UV";85078340;6892;"household"
"634";634;2762;931213;"CD";75502043;733;" "
"635";635;2762;940213;"UV";85078340;6892;"household"
"636";636;2762;931113;"UV";85078340;6892;"household"
"637";637;2762;940413;"CD";75502043;733;" "
"638";638;2762;930513;"UV";85078340;6892;"household"
"639";639;2762;931213;"UV";85078340;6892;"household"
"640";640;2762;940513;"CD";75502043;733;" "
"641";641;2762;940513;"UV";85078340;6892;"household"
"642";642;2762;930513;"CD";75502043;733;" "
"643";643;2762;940613;"UV";85078340;6892;"household"
"644";644;2762;940113;"CD";75502043;733;" "
"645";645;2762;930913;"UV";85078340;6892;"household"
"646";646;2762;930813;"CD";75502043;733;" "
"647";647;2762;940613;"CD";75502043;733;" "
"648";648;2762;930913;"CD";75502043;733;" "
"649";649;2762;940413;"UV";85078340;6892;"household"
"650";650;2762;940313;"CD";75502043;733;" "
"651";651;2762;940213;"CD";75502043;733;" "
"652";652;2762;940113;"UV";85078340;6892;"household"
"653";653;2762;940313;"UV";85078340;6892;"household"
"654";654;2762;930713;"CD";75502043;733;" "
"655";655;2762;930613;"UV";85078340;6892;"household"
"656";656;2762;930613;"CD";75502043;733;" "
"657";657;2762;931013;"UV";85078340;6892;"household"
"658";658;2824;940309;"EF";94259202;7289;"household"
"659";659;2824;940709;"EF";94259202;7289;"household"
"660";660;2824;940609;"EF";94259202;7289;"household"
"661";661;2824;940509;"EF";94259202;7289;"household"
"662";662;2824;940409;"EF";94259202;7289;"household"
"663";663;2933;940207;"MN";29096329;5907;"household"
"664";664;2933;930907;"MN";29096329;5907;"household"
"665";665;2933;940307;"MN";29096329;5907;"household"
"666";666;2933;931007;"MN";29096329;5907;"household"
"667";667;2933;931107;"MN";29096329;5907;"household"
"668";668;2933;940507;"MN";29096329;5907;"household"
"669";669;2933;940407;"MN";29096329;5907;"household"
"670";670;2933;931207;"MN";29096329;5907;"household"
"671";671;2933;930807;"MN";29096329;5907;"household"
"672";672;2933;940107;"MN";29096329;5907;"household"
"673";673;3050;940409;"CD";93120836;41;"insurrance payment"
"674";674;3050;940811;"AB";72762232;9716;"household"
"675";675;3050;940411;"AB";72762232;9716;"household"
"676";676;3050;940111;"AB";72762232;9716;"household"
"677";677;3050;931108;"AB";62503671;119;" "
"678";678;3050;931209;"CD";93120836;41;"insurrance payment"
"679";679;3050;940509;"CD";93120836;41;"insurrance payment"
"680";680;3050;940408;"AB";62503671;119;" "
"681";681;3050;940211;"AB";72762232;9716;"household"
"682";682;3050;940108;"AB";62503671;119;" "
"683";683;3050;940308;"AB";62503671;119;" "
"684";684;3050;940209;"CD";93120836;41;"insurrance payment"
"685";685;3050;940208;"AB";62503671;119;" "
"686";686;3050;940508;"AB";62503671;119;" "
"687";687;3050;940609;"CD";93120836;41;"insurrance payment"
"688";688;3050;940109;"CD";93120836;41;"insurrance payment"
"689";689;3050;940309;"CD";93120836;41;"insurrance payment"
"690";690;3050;940611;"AB";72762232;9716;"household"
"691";691;3050;940708;"AB";62503671;119;" "
"692";692;3050;931011;"AB";72762232;9716;"household"
"693";693;3050;931111;"AB";72762232;9716;"household"
"694";694;3050;940809;"CD";93120836;41;"insurrance payment"
"695";695;3050;940311;"AB";72762232;9716;"household"
"696";696;3050;931208;"AB";62503671;119;" "
"697";697;3050;940711;"AB";72762232;9716;"household"
"698";698;3050;940808;"AB";62503671;119;" "
"699";699;3050;931008;"AB";62503671;119;" "
"700";700;3050;931211;"AB";72762232;9716;"household"
"701";701;3050;940709;"CD";93120836;41;"insurrance payment"
"702";702;3050;931009;"CD";93120836;41;"insurrance payment"
"703";703;3050;940608;"AB";62503671;119;" "
"704";704;3050;940511;"AB";72762232;9716;"household"
"705";705;3050;931109;"CD";93120836;41;"insurrance payment"
"706";706;3064;941210;"IJ";63995122;1455;"household"
"707";707;3064;940810;"IJ";63995122;1455;"household"
"708";708;3064;950310;"IJ";63995122;1455;"household"
"709";709;3064;940210;"IJ";63995122;1455;"household"
"710";710;3064;940910;"IJ";63995122;1455;"household"
"711";711;3064;940211;"EF";30132371;4714;" "
"712";712;3064;931111;"EF";30132371;4714;" "
"713";713;3064;940510;"IJ";63995122;1455;"household"
"714";714;3064;950110;"IJ";63995122;1455;"household"
"715";715;3064;940611;"EF";30132371;4714;" "
"716";716;3064;931211;"EF";30132371;4714;" "
"717";717;3064;950111;"EF";30132371;4714;" "
"718";718;3064;940511;"EF";30132371;4714;" "
"719";719;3064;941011;"EF";30132371;4714;" "
"720";720;3064;941010;"IJ";63995122;1455;"household"
"721";721;3064;941111;"EF";30132371;4714;" "
"722";722;3064;940310;"IJ";63995122;1455;"household"
"723";723;3064;940911;"EF";30132371;4714;" "
"724";724;3064;950211;"EF";30132371;4714;" "
"725";725;3064;931210;"IJ";63995122;1455;"household"
"726";726;3064;940710;"IJ";63995122;1455;"household"
"727";727;3064;941211;"EF";30132371;4714;" "
"728";728;3064;940111;"EF";30132371;4714;" "
"729";729;3064;940311;"EF";30132371;4714;" "
"730";730;3064;950311;"EF";30132371;4714;" "
"731";731;3064;940411;"EF";30132371;4714;" "
"732";732;3064;940610;"IJ";63995122;1455;"household"
"733";733;3064;940410;"IJ";63995122;1455;"household"
"734";734;3064;940811;"EF";30132371;4714;" "
"735";735;3064;950210;"IJ";63995122;1455;"household"
"736";736;3064;941110;"IJ";63995122;1455;"household"
"737";737;3064;931110;"IJ";63995122;1455;"household"
"738";738;3064;940110;"IJ";63995122;1455;"household"
"739";739;3064;940711;"EF";30132371;4714;" "
"740";740;3112;950613;"KL";83437150;1584;" "
"741";741;3112;960207;"OP";66618603;1468;"household"
"742";742;3112;951207;"OP";66618603;1468;"household"
"743";743;3112;950813;"KL";83437150;1584;" "
"744";744;3112;950407;"OP";66618603;1468;"household"
"745";745;3112;950607;"OP";66618603;1468;"household"
"746";746;3112;951213;"KL";83437150;1584;" "
"747";747;3112;951013;"KL";83437150;1584;" "
"748";748;3112;950707;"OP";66618603;1468;"household"
"749";749;3112;951113;"KL";83437150;1584;" "
"750";750;3112;950807;"OP";66618603;1468;"household"
"751";751;3112;951107;"OP";66618603;1468;"household"
"752";752;3112;960213;"KL";83437150;1584;" "
"753";753;3112;950513;"KL";83437150;1584;" "
"754";754;3112;951007;"OP";66618603;1468;"household"
"755";755;3112;950907;"OP";66618603;1468;"household"
"756";756;3112;950713;"KL";83437150;1584;" "
"757";757;3112;960113;"KL";83437150;1584;" "
"758";758;3112;950413;"KL";83437150;1584;" "
"759";759;3112;960107;"OP";66618603;1468;"household"
"760";760;3112;950507;"OP";66618603;1468;"household"
"761";761;3112;950913;"KL";83437150;1584;" "
"762";762;3115;961008;"IJ";68203913;14723;"household"
"763";763;3115;961108;"IJ";68203913;14723;"household"
"764";764;3115;960908;"IJ";68203913;14723;"household"
"765";765;3115;960808;"IJ";68203913;14723;"household"
"766";766;3354;940310;"KL";6017333;1540;"insurrance payment"
"767";767;3354;940605;"WX";12488460;2704;" "
"768";768;3354;940510;"KL";6017333;1540;"insurrance payment"
"769";769;3354;940410;"KL";6017333;1540;"insurrance payment"
"770";770;3354;940505;"WX";12488460;2704;" "
"771";771;3354;940405;"WX";12488460;2704;" "
"772";772;3354;940507;"IJ";6930423;489;"household"
"773";773;3354;940607;"IJ";6930423;489;"household"
"774";774;3354;940610;"KL";6017333;1540;"insurrance payment"
"775";775;3354;940407;"IJ";6930423;489;"household"
"776";776;3489;950611;"YZ";33276313;3373;"household"
"777";777;3489;950511;"YZ";33276313;3373;"household"
"778";778;3489;950711;"YZ";33276313;3373;"household"
"779";779;3608;951214;"AB";49062126;3124;"household"
"780";780;3608;941214;"AB";49062126;3124;"household"
"781";781;3608;960414;"AB";49062126;3124;"household"
"782";782;3608;960314;"AB";49062126;3124;"household"
"783";783;3608;950514;"AB";49062126;3124;"household"
"784";784;3608;950814;"AB";49062126;3124;"household"
"785";785;3608;950414;"AB";49062126;3124;"household"
"786";786;3608;960514;"AB";49062126;3124;"household"
"787";787;3608;950114;"AB";49062126;3124;"household"
"788";788;3608;950214;"AB";49062126;3124;"household"
"789";789;3608;951014;"AB";49062126;3124;"household"
"790";790;3608;950914;"AB";49062126;3124;"household"
"791";791;3608;960114;"AB";49062126;3124;"household"
"792";792;3608;951114;"AB";49062126;3124;"household"
"793";793;3608;950314;"AB";49062126;3124;"household"
"794";794;3608;960214;"AB";49062126;3124;"household"
"795";795;3608;941114;"AB";49062126;3124;"household"
"796";796;3608;950614;"AB";49062126;3124;"household"
"797";797;3608;950714;"AB";49062126;3124;"household"
"798";798;3629;941207;"CD";72661483;1894;"household"
"799";799;3629;941010;"QR";11967546;368;" "
"800";800;3629;950310;"UV";21008116;8742;"insurrance payment"
"801";801;3629;940710;"QR";11967546;368;" "
"802";802;3629;941210;"QR";11967546;368;" "
"803";803;3629;940310;"UV";21008116;8742;"insurrance payment"
"804";804;3629;950410;"UV";21008116;8742;"insurrance payment"
"805";805;3629;940707;"CD";72661483;1894;"household"
"806";806;3629;940910;"UV";21008116;8742;"insurrance payment"
"807";807;3629;950407;"CD";72661483;1894;"household"
"808";808;3629;940810;"UV";21008116;8742;"insurrance payment"
"809";809;3629;940310;"QR";11967546;368;" "
"810";810;3629;940510;"UV";21008116;8742;"insurrance payment"
"811";811;3629;940307;"CD";72661483;1894;"household"
"812";812;3629;950310;"QR";11967546;368;" "
"813";813;3629;940910;"QR";11967546;368;" "
"814";814;3629;950107;"CD";72661483;1894;"household"
"815";815;3629;940710;"UV";21008116;8742;"insurrance payment"
"816";816;3629;950410;"QR";11967546;368;" "
"817";817;3629;950210;"QR";11967546;368;" "
"818";818;3629;950110;"QR";11967546;368;" "
"819";819;3629;940110;"QR";11967546;368;" "
"820";820;3629;940610;"QR";11967546;368;" "
"821";821;3629;940610;"UV";21008116;8742;"insurrance payment"
"822";822;3629;950307;"CD";72661483;1894;"household"
"823";823;3629;941010;"UV";21008116;8742;"insurrance payment"
"824";824;3629;941110;"QR";11967546;368;" "
"825";825;3629;940210;"UV";21008116;8742;"insurrance payment"
"826";826;3629;941210;"UV";21008116;8742;"insurrance payment"
"827";827;3629;950110;"UV";21008116;8742;"insurrance payment"
"828";828;3629;940607;"CD";72661483;1894;"household"
"829";829;3629;940807;"CD";72661483;1894;"household"
"830";830;3629;940410;"UV";21008116;8742;"insurrance payment"
"831";831;3629;950207;"CD";72661483;1894;"household"
"832";832;3629;940907;"CD";72661483;1894;"household"
"833";833;3629;950210;"UV";21008116;8742;"insurrance payment"
"834";834;3629;940510;"QR";11967546;368;" "
"835";835;3629;940207;"CD";72661483;1894;"household"
"836";836;3629;940110;"UV";21008116;8742;"insurrance payment"
"837";837;3629;941107;"CD";72661483;1894;"household"
"838";838;3629;940210;"QR";11967546;368;" "
"839";839;3629;940507;"CD";72661483;1894;"household"
"840";840;3629;950510;"QR";11967546;368;" "
"841";841;3629;941110;"UV";21008116;8742;"insurrance payment"
"842";842;3629;940410;"QR";11967546;368;" "
"843";843;3629;940107;"CD";72661483;1894;"household"
"844";844;3629;940810;"QR";11967546;368;" "
"845";845;3629;940407;"CD";72661483;1894;"household"
"846";846;3629;941007;"CD";72661483;1894;"household"
"847";847;3629;950507;"CD";72661483;1894;"household"
"848";848;3629;950510;"UV";21008116;8742;"insurrance payment"
"849";849;3674;940612;"EF";25279706;9503;"household"
"850";850;3674;931012;"EF";25279706;9503;"household"
"851";851;3674;940712;"EF";25279706;9503;"household"
"852";852;3674;931112;"EF";25279706;9503;"household"
"853";853;3674;940812;"EF";25279706;9503;"household"
"854";854;3674;930912;"EF";25279706;9503;"household"
"855";855;3674;940412;"EF";25279706;9503;"household"
"856";856;3674;940512;"EF";25279706;9503;"household"
"857";857;3674;940112;"EF";25279706;9503;"household"
"858";858;3674;940212;"EF";25279706;9503;"household"
"859";859;3674;940312;"EF";25279706;9503;"household"
"860";860;3674;931212;"EF";25279706;9503;"household"
"861";861;3679;960507;"OP";62108045;5148;" "
"862";862;3679;960707;"OP";62108045;5148;" "
"863";863;3679;960308;"CD";36547637;3869;"household"
"864";864;3679;960508;"CD";36547637;3869;"household"
"865";865;3679;960307;"OP";62108045;5148;" "
"866";866;3679;960408;"CD";36547637;3869;"household"
"867";867;3679;960607;"OP";62108045;5148;" "
"868";868;3679;960207;"OP";62108045;5148;" "
"869";869;3679;960208;"CD";36547637;3869;"household"
"870";870;3679;960608;"CD";36547637;3869;"household"
"871";871;3679;960708;"CD";36547637;3869;"household"
"872";872;3679;960407;"OP";62108045;5148;" "
"873";873;3747;941113;"UV";1665688;1500;"insurrance payment"
"874";874;3747;941107;"IJ";93115895;1827;" "
"875";875;3747;941207;"IJ";93115895;1827;" "
"876";876;3747;941011;"IJ";82686203;2389;"household"
"877";877;3747;940911;"IJ";82686203;2389;"household"
"878";878;3747;941111;"IJ";82686203;2389;"household"
"879";879;3747;940913;"UV";1665688;1500;"insurrance payment"
"880";880;3747;941007;"IJ";93115895;1827;" "
"881";881;3747;940907;"IJ";93115895;1827;" "
"882";882;3747;941213;"UV";1665688;1500;"insurrance payment"
"883";883;3747;941211;"IJ";82686203;2389;"household"
"884";884;3747;941013;"UV";1665688;1500;"insurrance payment"
"885";885;3754;960711;"OP";52597421;1184;" "
"886";886;3754;960811;"OP";52597421;1184;" "
"887";887;3754;960709;"UV";27539909;900;" "
"888";888;3754;960809;"UV";27539909;900;" "
"889";889;3754;960909;"UV";27539909;900;" "
"890";890;3754;961009;"MN";55045568;913;"insurrance payment"
"891";891;3754;961011;"OP";52597421;1184;" "
"892";892;3754;960806;"YZ";10911417;3976;"household"
"893";893;3754;960911;"OP";52597421;1184;" "
"894";894;3754;961006;"YZ";10911417;3976;"household"
"895";895;3754;960906;"YZ";10911417;3976;"household"
"896";896;3754;961009;"UV";27539909;900;" "
"897";897;3754;960809;"MN";55045568;913;"insurrance payment"
"898";898;3754;960909;"MN";55045568;913;"insurrance payment"
"899";899;3754;960709;"MN";55045568;913;"insurrance payment"
"900";900;3804;951109;"WX";32746297;643;"household"
"901";901;3804;951210;"CD";46665102;4458;" "
"902";902;3804;950909;"WX";32746297;643;"household"
"903";903;3804;941110;"CD";46665102;4458;" "
"904";904;3804;941009;"WX";32746297;643;"household"
"905";905;3804;960110;"CD";46665102;4458;" "
"906";906;3804;950209;"WX";32746297;643;"household"
"907";907;3804;940910;"CD";46665102;4458;" "
"908";908;3804;940809;"WX";32746297;643;"household"
"909";909;3804;950210;"CD";46665102;4458;" "
"910";910;3804;950509;"WX";32746297;643;"household"
"911";911;3804;950410;"CD";46665102;4458;" "
"912";912;3804;940810;"CD";46665102;4458;" "
"913";913;3804;960109;"WX";32746297;643;"household"
"914";914;3804;951009;"WX";32746297;643;"household"
"915";915;3804;950409;"WX";32746297;643;"household"
"916";916;3804;950609;"WX";32746297;643;"household"
"917";917;3804;941010;"CD";46665102;4458;" "
"918";918;3804;950709;"WX";32746297;643;"household"
"919";919;3804;950810;"CD";46665102;4458;" "
"920";920;3804;941210;"CD";46665102;4458;" "
"921";921;3804;950710;"CD";46665102;4458;" "
"922";922;3804;940909;"WX";32746297;643;"household"
"923";923;3804;950109;"WX";32746297;643;"household"
"924";924;3804;941209;"WX";32746297;643;"household"
"925";925;3804;941109;"WX";32746297;643;"household"
"926";926;3804;951010;"CD";46665102;4458;" "
"927";927;3804;950910;"CD";46665102;4458;" "
"928";928;3804;950110;"CD";46665102;4458;" "
"929";929;3804;951209;"WX";32746297;643;"household"
"930";930;3804;950310;"CD";46665102;4458;" "
"931";931;3804;950809;"WX";32746297;643;"household"
"932";932;3804;950510;"CD";46665102;4458;" "
"933";933;3804;950309;"WX";32746297;643;"household"
"934";934;3804;950610;"CD";46665102;4458;" "
"935";935;3804;951110;"CD";46665102;4458;" "
"936";936;3834;930911;"YZ";63132923;375;" "
"937";937;3834;930713;"YZ";52872371;262;" "
"938";938;3834;930913;"YZ";52872371;262;" "
"939";939;3834;930906;"KL";49577087;3114;"household"
"940";940;3834;940113;"YZ";52872371;262;" "
"941";941;3834;940711;"YZ";63132923;375;" "
"942";942;3834;930707;"MN";51878350;3189;"insurrance payment"
"943";943;3834;940713;"YZ";52872371;262;" "
"944";944;3834;940707;"MN";51878350;3189;"insurrance payment"
"945";945;3834;940513;"YZ";52872371;262;" "
"946";946;3834;940611;"YZ";63132923;375;" "
"947";947;3834;940907;"MN";51878350;3189;"insurrance payment"
"948";948;3834;940811;"YZ";63132923;375;" "
"949";949;3834;940313;"YZ";52872371;262;" "
"950";950;3834;940111;"YZ";63132923;375;" "
"951";951;3834;931211;"YZ";63132923;375;" "
"952";952;3834;940211;"YZ";63132923;375;" "
"953";953;3834;931107;"MN";51878350;3189;"insurrance payment"
"954";954;3834;940806;"KL";49577087;3114;"household"
"955";955;3834;931007;"MN";51878350;3189;"insurrance payment"
"956";956;3834;940606;"KL";49577087;3114;"household"
"957";957;3834;930813;"YZ";52872371;262;" "
"958";958;3834;940511;"YZ";63132923;375;" "
"959";959;3834;940106;"KL";49577087;3114;"household"
"960";960;3834;931213;"YZ";52872371;262;" "
"961";961;3834;940406;"KL";49577087;3114;"household"
"962";962;3834;930807;"MN";51878350;3189;"insurrance payment"
"963";963;3834;940911;"YZ";63132923;375;" "
"964";964;3834;931106;"KL";49577087;3114;"household"
"965";965;3834;940913;"YZ";52872371;262;" "
"966";966;3834;940311;"YZ";63132923;375;" "
"967";967;3834;940507;"MN";51878350;3189;"insurrance payment"
"968";968;3834;931011;"YZ";63132923;375;" "
"969";969;3834;930811;"YZ";63132923;375;" "
"970";970;3834;940506;"KL";49577087;3114;"household"
"971";971;3834;940107;"MN";51878350;3189;"insurrance payment"
"972";972;3834;940407;"MN";51878350;3189;"insurrance payment"
"973";973;3834;931206;"KL";49577087;3114;"household"
"974";974;3834;940307;"MN";51878350;3189;"insurrance payment"
"975";975;3834;940813;"YZ";52872371;262;" "
"976";976;3834;931113;"YZ";52872371;262;" "
"977";977;3834;930711;"YZ";63132923;375;" "
"978";978;3834;931013;"YZ";52872371;262;" "
"979";979;3834;940413;"YZ";52872371;262;" "
"980";980;3834;931207;"MN";51878350;3189;"insurrance payment"
"981";981;3834;930706;"KL";49577087;3114;"household"
"982";982;3834;940906;"KL";49577087;3114;"household"
"983";983;3834;940306;"KL";49577087;3114;"household"
"984";984;3834;930907;"MN";51878350;3189;"insurrance payment"
"985";985;3834;940213;"YZ";52872371;262;" "
"986";986;3834;940411;"YZ";63132923;375;" "
"987";987;3834;940807;"MN";51878350;3189;"insurrance payment"
"988";988;3834;930806;"KL";49577087;3114;"household"
"989";989;3834;931006;"KL";49577087;3114;"household"
"990";990;3834;940207;"MN";51878350;3189;"insurrance payment"
"991";991;3834;940706;"KL";49577087;3114;"household"
"992";992;3834;940206;"KL";49577087;3114;"household"
"993";993;3834;940607;"MN";51878350;3189;"insurrance payment"
"994";994;3834;931111;"YZ";63132923;375;" "
"995";995;3834;930613;"YZ";52872371;262;" "
"996";996;3834;940613;"YZ";52872371;262;" "
"997";997;4079;941112;"ST";81205659;321;"insurrance payment"
"998";998;4079;941113;"QR";7362539;218;" "
"999";999;4079;941212;"ST";81205659;321;"insurrance payment"
"1000";1000;4079;940212;"ST";81205659;321;"insurrance payment"
"1001";1001;4079;940413;"QR";7362539;218;" "
"1002";1002;4079;950111;"AB";19063937;5009;"household"
"1003";1003;4079;940611;"AB";19063937;5009;"household"
"1004";1004;4079;950213;"QR";7362539;218;" "
"1005";1005;4079;940412;"ST";81205659;321;"insurrance payment"
"1006";1006;4079;940713;"QR";7362539;218;" "
"1007";1007;4079;940913;"QR";7362539;218;" "
"1008";1008;4079;940812;"ST";81205659;321;"insurrance payment"
"1009";1009;4079;940411;"AB";19063937;5009;"household"
"1010";1010;4079;940612;"ST";81205659;321;"insurrance payment"
"1011";1011;4079;950113;"QR";7362539;218;" "
"1012";1012;4079;940712;"ST";81205659;321;"insurrance payment"
"1013";1013;4079;940213;"QR";7362539;218;" "
"1014";1014;4079;940811;"AB";19063937;5009;"household"
"1015";1015;4079;940513;"QR";7362539;218;" "
"1016";1016;4079;941111;"AB";19063937;5009;"household"
"1017";1017;4079;940311;"AB";19063937;5009;"household"
"1018";1018;4079;941213;"QR";7362539;218;" "
"1019";1019;4079;950211;"AB";19063937;5009;"household"
"1020";1020;4079;950313;"QR";7362539;218;" "
"1021";1021;4079;940512;"ST";81205659;321;"insurrance payment"
"1022";1022;4079;941012;"ST";81205659;321;"insurrance payment"
"1023";1023;4079;950311;"AB";19063937;5009;"household"
"1024";1024;4079;940313;"QR";7362539;218;" "
"1025";1025;4079;940613;"QR";7362539;218;" "
"1026";1026;4079;940211;"AB";19063937;5009;"household"
"1027";1027;4079;940511;"AB";19063937;5009;"household"
"1028";1028;4079;950212;"ST";81205659;321;"insurrance payment"
"1029";1029;4079;941011;"AB";19063937;5009;"household"
"1030";1030;4079;941013;"QR";7362539;218;" "
"1031";1031;4079;940312;"ST";81205659;321;"insurrance payment"
"1032";1032;4079;940911;"AB";19063937;5009;"household"
"1033";1033;4079;950112;"ST";81205659;321;"insurrance payment"
"1034";1034;4079;940813;"QR";7362539;218;" "
"1035";1035;4079;950312;"ST";81205659;321;"insurrance payment"
"1036";1036;4079;940711;"AB";19063937;5009;"household"
"1037";1037;4079;941211;"AB";19063937;5009;"household"
"1038";1038;4079;940912;"ST";81205659;321;"insurrance payment"
"1039";1039;4259;940813;"CD";73520475;9516;"household"
"1040";1040;4260;940310;"OP";18079054;12006;"household"
"1041";1041;4260;940410;"OP";18079054;12006;"household"
"1042";1042;4260;940610;"OP";18079054;12006;"household"
"1043";1043;4260;940510;"OP";18079054;12006;"household"
"1044";1044;4413;941109;"UV";8759522;7802;"household"
"1045";1045;4413;941009;"UV";8759522;7802;"household"
"1046";1046;4413;940909;"UV";8759522;7802;"household"
"1047";1047;4413;940809;"UV";8759522;7802;"household"
"1048";1048;4413;941209;"UV";8759522;7802;"household"
"1049";1049;4413;950109;"UV";8759522;7802;"household"
"1050";1050;4413;940709;"UV";8759522;7802;"household"
"1051";1051;4414;940307;"ST";35362416;3509;" "
"1052";1052;4414;940707;"ST";35362416;3509;" "
"1053";1053;4414;941108;"ST";75805902;3716;"household"
"1054";1054;4414;950208;"ST";75805902;3716;"household"
"1055";1055;4414;941107;"ST";35362416;3509;" "
"1056";1056;4414;941208;"ST";75805902;3716;"household"
"1057";1057;4414;941007;"ST";35362416;3509;" "
"1058";1058;4414;940208;"ST";75805902;3716;"household"
"1059";1059;4414;940907;"ST";35362416;3509;" "
"1060";1060;4414;941008;"ST";75805902;3716;"household"
"1061";1061;4414;940608;"ST";75805902;3716;"household"
